qd;quadrat;xl2e;yl2e;annee;nb_frenaie;volume17
0375-2380;AMBRIERES-LES-VALLEES                                       ;375000;2380000;2016;0;0
0375-2396;DOMFRONT                                                    ;375000;2396000;2016;0;0
0375-2412;LONLAY-L'ABBAYE                                             ;375000;2412000;2016;0;34,743
0375-2428;VASSY                                                       ;375000;2428000;2015;0;0
0375-2444;AUNAY-SUR-ODON                                              ;375000;2444000;;1;189,767
0375-2460;CAUMONT-L'EVENTE                                            ;375000;2460000;;0;0
0375-2476;BAYEUX                                                      ;375000;2476000;2013;0;0
0375-2492;PORT-EN-BESSIN-HUPPAIN                                      ;375000;2492000;;0;0
0391-1756;ESTAING                                                     ;391000;1756000;;0;0
0391-1772;AUCUN                                                       ;391000;1772000;;0;114,912
0391-1788;SAINT-PE-DE-BIGORRE                                         ;391000;1788000;;0;503,301
0391-1804;NAY                                                         ;391000;1804000;;1;238,975
0391-1820;IDRON-OUSSE-SENDETS                                         ;391000;1820000;;0;15,5602
0391-1836;GARLIN                                                      ;391000;1836000;;0;205,546
0391-1852;AIRE-SUR-L'ADOUR                                            ;391000;1852000;;0;595,66
0391-1868;HONTANX                                                     ;391000;1868000;;0;0
0391-1884;VILLENEUVE-DE-MARSAN                                        ;391000;1884000;;0;0
0391-1900;ROQUEFORT                                                   ;391000;1900000;;0;0
0391-1916;CAPTIEUX                                                    ;391000;1916000;;0;0
0391-1932;PRECHAC                                                     ;391000;1932000;;0;0
0391-1948;LANGON                                                      ;391000;1948000;;0;58,9279
0391-1964;PODENSAC                                                    ;391000;1964000;;0;266,735
0391-1980;TARGON                                                      ;391000;1980000;;0;22,2606
0391-1996;LIBOURNE                                                    ;391000;1996000;;0;85,7669
0391-2012;LARUSCADE                                                   ;391000;2012000;;0;8,57577
0391-2028;MONTLIEU-LA-GARDE                                           ;391000;2028000;;0;26,4812
0391-2044;BAIGNES-SAINTE-RADEGONDE                                    ;391000;2044000;2016;0;0
0391-2060;JONZAC                                                      ;391000;2060000;2016;0;0
0391-2076;COGNAC                                                      ;391000;2076000;2015;0;329,921
0391-2092;MATHA                                                       ;391000;2092000;2015;1;333,517
0391-2108;VARAIZE                                                     ;391000;2108000;;0;64,5311
0391-2124;AULNAY                                                      ;391000;2124000;2016;0;106,438
0391-2140;PRAHECQ                                                     ;391000;2140000;;0;0
0391-2156;NIORT                                                       ;391000;2156000;;0;221,66
0391-2172;CHAMPDENIERS-SAINT-DENIS                                    ;391000;2172000;;0;41,9566
0391-2188;SECONDIGNY                                                  ;391000;2188000;;0;0
0391-2204;BRESSUIRE                                                   ;391000;2204000;;0;160,295
0391-2220;ARGENTON-CHATEAU                                            ;391000;2220000;;0;32,5618
0391-2236;NUEIL-SUR-LAYON                                             ;391000;2236000;;0;16,5294
0391-2252;THOUARCE                                                    ;391000;2252000;;0;31,3921
0391-2268;LES PONTS-DE-CE                                             ;391000;2268000;2016;0;215,064
0391-2284;SAINT-BARTHELEMY-D'ANJOU                                    ;391000;2284000;2017;0;4,68584
0391-2300;TIERCE                                                      ;391000;2300000;2017;0;22,0143
0391-2316;BIERNE                                                      ;391000;2316000;;0;0
0391-2332;MESLAY-DU-MAINE                                             ;391000;2332000;2015;0;37,7879
0391-2348;EVRON                                                       ;391000;2348000;2016;0;0
0391-2364;JUBLAINS                                                    ;391000;2364000;2016;0;78,3877
0391-2380;LASSAY-LES-CHATEAUX                                         ;391000;2380000;2016;0;0
0391-2396;JUVIGNY-SOUS-ANDAINE                                        ;391000;2396000;;0;0
0391-2412;MESSEI                                                      ;391000;2412000;2016;0;0
0391-2428;ATHIS-DE-L'ORNE                                             ;391000;2428000;2015;0;69,402
0391-2444;THURY-HARCOURT                                              ;391000;2444000;2015;1;145,221
0391-2460;EVRECY                                                      ;391000;2460000;2016;0;179,868
0391-2476;CREULLY                                                     ;391000;2476000;2016;0;87,8065
0391-2492;VER-SUR-MER                                                 ;391000;2492000;;0;0
0407-1740;GAVARNIE                                                    ;407000;1740000;;0;0
0407-1756;LUZ-SAINT-SAUVEUR                                           ;407000;1756000;;0;4,33209
0407-1772;BEAUCENS                                                    ;407000;1772000;;0;500,494
0407-1788;ARGELES-GAZOST                                              ;407000;1788000;;1;513,242
0407-1804;OSSUN                                                       ;407000;1804000;;0;561,968
0407-1820;MONTANER                                                    ;407000;1820000;;1;129,769
0407-1836;MAUBOURGUET                                                 ;407000;1836000;;0;50,039
0407-1852;RISCLE                                                      ;407000;1852000;;0;229,916
0407-1868;NOGARO                                                      ;407000;1868000;;0;10,1672
0407-1884;CAZAUBON                                                    ;407000;1884000;;0;4,4205
0407-1900;LOSSE                                                       ;407000;1900000;;0;0
0407-1916;ALLONS                                                      ;407000;1916000;;0;0
0407-1932;GRIGNOLS                                                    ;407000;1932000;;0;69,0492
0407-1948;AUROS                                                       ;407000;1948000;;0;108,441
0407-1964;SAUVETERRE-DE-GUYENNE                                       ;407000;1964000;;0;0
